impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-180096,A730844,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2956795,LOST,Manolo,Cat,Under 1 year<p/>,Male,Domestic Longhair,Unknown,"Jun 20, 2025",Date Lost,S  240TH & 64TH AVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2956795,Image Copyright HLP Inc. 2025,"Description: orange cat who eats shoelaces<p/>Age: Under 1 year<p/>Location Lost: s 240th & 64th ave, Kent WA  98032<p/>Lost Date: 2025-06-20<p/>",
K25-179469,A729781,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A729781,Off Site Vet,,Cat,1 YEAR,Male,Domestic Shorthair / Siamese,White / Orange,"May 21, 2025",Received on,1200 block of  ROOSEVELT AVE E,,,,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729781,Image Copyright HLP Inc. 2025,Received on: 2025-05-21<p/> Found Near: 1200 block of  ROOSEVELT AVE E<p/> Description: White / Orange Male Domestic Shorthair / Siamese Cat<p/> Age: 1 YEAR<p/> Current Location: Off Site Vet<p/>,
K25-181064,A732286,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732286,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,7 MONTHS,Male,German Shorthaired Pointer,Liver / White,"Jul 19, 2025",Received on,30500 block of  SE MUD MOUNTAIN DAM RD,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732286,Image Copyright HLP Inc. 2025,"Received on: 2025-07-19<p/> Found Near: 30500 block of  SE MUD MOUNTAIN DAM RD<p/> Description: Liver / White Male German Shorthaired Pointer Dog<p/> Age: 7 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180819,A731898,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731898,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jasmine,Dog,2 YEARS,Spayed Female,German Shepherd / Mix,White / Tan,"Jul 12, 2025",Received on,17800 block of  38TH AVE S,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731898,Image Copyright HLP Inc. 2025,"Received on: 2025-07-12<p/> Found Near: 17800 block of  38TH AVE S<p/> Description: White / Tan Spayed Female German Shepherd / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180875,A732014,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732014,Off Site Vet,,Cat,8 WEEKS,Female,Domestic Shorthair,Tortie Pt,"Jul 14, 2025",Received on,24800 block of  148TH AVE SE,,,,COVINGTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732014,Image Copyright HLP Inc. 2025,Received on: 2025-07-14<p/> Found Near: 24800 block of  148TH AVE SE<p/> Description: Tortie Pt Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: Off Site Vet<p/>,
K25-180490,A731449,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961069,LOST,Bisha Or Bix,Dog,Under 1 year<p/>,Female,Dutch Shepherd,Unknown,"Jul 03, 2025",Date Lost,10th  Ave SW & 10th Pl SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961069,Image Copyright HLP Inc. 2025,"Description: She is about 35 lbs and has a bindle pattern. One ear semi-erect. <p/>Age: Under 1 year<p/>Location Lost: 10th Ave SW and 10th PL SW, Seattle WA  98106<p/>Lost Date: 2025-07-03<p/>",
K25-180681,A731739,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964210,LOST,Bacca,Cat,Over 1 year<p/>,Male,Siamese,Black,"Jul 09, 2025",Date Lost,3800 block of  NE 155th Pl,Lake Forest Park,,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964210,Image Copyright HLP Inc. 2025,"Description: Black / green eyes<p/>Age: Over 1 year<p/>Location Lost: 3825 ne 155 th pl, Seattle WA  98155<p/>Lost Date: 2025-07-09<p/>",
K25-180992,A732195,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967400,LOST,Callie,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jul 09, 2025",Date Lost,14000 block of  169TH AVE SE,,,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967400,Image Copyright HLP Inc. 2025,"Description: 9 year old spayed female gray and white tabby. She is very friendly and always comes into the house to eat dinner.<p/>Age: Over 1 year<p/>Location Lost: 14014 169th Ave SE, Renton WA  98059<p/>Lost Date: 2025-07-09<p/>",
K25-180948,A732152,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732152,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dottie,Cat,1 YEAR 6 MONTHS,Female,Domestic Shorthair,Brn Tabby,"Jul 16, 2025",Received on,3700 block of  S 140TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732152,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 3700 block of  S 140TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-179677,A730070,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2952106,LOST,Daisy May,Dog,Over 1 year<p/>,Female,Golden Retriever,Brown,"Jun 11, 2025",Date Lost,37300 block of  2ND AVE SW,Federal Way,,98023,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2952106,Image Copyright HLP Inc. 2025,"Description: 2 year old female Golden Retriever, Light golden. Very friendly <p/>Age: Over 1 year<p/>Location Lost: 37337 2nd Ave SW, Federal Way WA  98023<p/>Lost Date: 2025-06-11<p/>",
K25-179682,A730095,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2952151,In Public Home,Niva(?),Dog,Unknown<p/>,Female,Pug,Unknown,"Jun 11, 2025",Date Found,NE  124th St & 273rd Ave NE,King County,,98019,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2952151,Image Copyright HLP Inc. 2025,"Description: Missing teeth, tongue hangs out of mouth on the right side of her face. Very calm, drools a lot. <p/>Age: Unknown<p/>Found Near: NE 124th St and 273rd Avenue, Duvall WA  98019<p/>Found Date: 2025-06-11<p/>",
K25-180479,A731427,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960891,LOST,Moose,Dog,Under 1 year<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Jul 02, 2025",Date Lost,VAN  DE VANTER,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960891,Image Copyright HLP Inc. 2025,"Description: Small Chihuahua/pug / Beagle mix cream with white stripe between eyes small maybe 7-8 pounds long tail floppy ears <p/>Age: Under 1 year<p/>Location Lost: Van de vanter , Kent WA  98030<p/>Lost Date: 2025-07-02<p/>",
K25-180733,A731803,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731803,Paws,,Cat,NO AGE,Female,Domestic Shorthair,Tortie,"Jul 10, 2025",Received on,17500 block of  15TH AVE NE,SHORELINE,WA,98155,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731803,Image Copyright HLP Inc. 2025,Received on: 2025-07-10<p/> Found Near: 17500 block of  15TH AVE NE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: Paws<p/>,
K25-180498,A731456,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731456,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Agate,Dog,10 YEARS,Neutered Male,Pit Bull / Whippet,Brown,"Jul 04, 2025",Received on,17300 block of  SOUTHCENTER PKWY,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731456,Image Copyright HLP Inc. 2025,"Received on: 2025-07-04<p/> Found Near: 17300 block of  SOUTHCENTER PKWY<p/> Description: Brown Neutered Male Pit Bull / Whippet Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180413,A731332,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2960189,LOST,Napoleon,Dog,Over 1 year<p/>,Male,Yorkshire Terrier,Brown,"Jun 30, 2025",Date Lost,4100 block of  129th Pl SE,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2960189,Image Copyright HLP Inc. 2025,"Description: He’s a little yorkie terrier , brown a black with a little grey hair, he's generally friendly but can get scared. He kinda looks like a little old man.<p/>Age: Over 1 year<p/>Location Lost: 4155 129th place , Bellevue WA  98006<p/>Lost Date: 2025-06-30<p/>",
K25-180916,A732102,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966606,LOST,Hunter,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Unknown,"Jul 15, 2025",Date Lost,SE  174th Ln & 121st Ln SE,Renton,,98058,RENTON,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966606,Image Copyright HLP Inc. 2025,"Description: Gray Tabby Cat was wearing a blue harness<p/>Age: Over 1 year<p/>Location Lost: SE 174th Ln and 121st Ln SE, Renton WA  98058<p/>Lost Date: 2025-07-15<p/>",
K25-180340,A731160,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959197,LOST,Earl,Cat,Over 1 year<p/>,Male,American Shorthair,Unknown,"Jun 27, 2025",Date Lost,W  SNOQUALMIE VALLEY RD NE & NE 100TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959197,Image Copyright HLP Inc. 2025,"Description: Grey/blue tabby, about 13 pounds. Yellow eyes. Has some damage to his right ear. Very friendly.<p/>Age: Over 1 year<p/>Location Lost: W Snoqualmie Valley Rd NE & NE 100th St, Carnation WA  98014<p/>Lost Date: 2025-06-27<p/>",
K25-179996,A730665,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2955690,LOST,Misty,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,"Jun 16, 2025",Date Lost,OVERLOOK  AT LAKEMOUNT,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2955690,Image Copyright HLP Inc. 2025,"Description: Female, 8 months old, White mostly with grey patches. Two tone face grey white. Black and white stripped tail. Blue eyes. Very sweet and energetic. Has a microchip but no info added. Spayed, surgical scar light on stomach. <p/>Age: Under 1 year<p/>Location Lost: Overlook at lakemount, Bellevue WA  98006<p/>Lost Date: 2025-06-16<p/>",
K25-180225,A730998,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A730998,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Estella,Dog,3 YEARS,Spayed Female,American Bully / Mix,White / Black,"Jun 26, 2025",Received on,27300 block of  108TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A730998,Image Copyright HLP Inc. 2025,"Received on: 2025-06-26<p/> Found Near: 27300 block of  108TH AVE SE<p/> Description: White / Black Spayed Female American Bully / Mix Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180961,A732164,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967196,In Public Home,,Dog,Under 1 year<p/>,Male,Labrador Retriever,Black,"Jul 17, 2025",Date Found,196th  Ave SE & SR 169,King County,,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967196,Image Copyright HLP Inc. 2025,"Description: Young (about 6 months old), black, light brown eyes, floppy ears. <p/>Age: Under 1 year<p/>Found Near: 196th Ave SE and Rte 169, Renton WA  98058<p/>Found Date: 2025-07-17<p/>",
K25-180721,A731786,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A731786,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Herman,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Gray,"Jul 10, 2025",Received on,27111 167TH PL SE,COVINGTON,WA,98042,COVINGTON,47.358606,-122.118905,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731786,Image Copyright HLP Inc. 2025,"Received on: 2025-07-10<p/> Description: Gray<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>Hi! My name is Herman and I am available for adoption!<p/><p/>I am currently at an offsite location looking for my forever family! <p/><p/>Adoptions at partner stores are coordinated on a ""first-come, first-served"" basis. It is recommended that you call the offsite location before going to the store in case the animal is in the process of being adopted or already adopted. Delays on the profile being removed from the website after adoption is to be expected. <p/><p/>",
K25-180765,A731833,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Wind,Cat,6 WEEKS,Female,Domestic Longhair,Black / Blk Smoke,"Jul 11, 2025",Received on,3800 block of  S 305TH PL,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731833,Image Copyright HLP Inc. 2025,Received on: 2025-07-11<p/> Found Near: 3800 block of  S 305TH PL<p/> Description: Black / Blk Smoke Female Domestic Longhair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-179676,A730067,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2952102,LOST,Biskit,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,"Jun 10, 2025",Date Lost,3800 block of  H ST NE,Auburn,,98002,AUBURN,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2952102,Image Copyright HLP Inc. 2025,"Description: Black and white. TUXEDO CAT. 9 Months old.<p/>Age: Under 1 year<p/>Location Lost: 3821 H St, NE, Auburn WA , Auburn WA  98002<p/>Lost Date: 2025-06-10<p/>",
K25-180931,A729459,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A729459,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fury,Cat,8 YEARS 1 MONTH,Male,Domestic Mediumhair,Org Tabby,"Jul 16, 2025",Received on,7700 block of  MAPLE AVE SE,SNOQUALMIE,WA,98065,SNOQUALMIE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729459,Image Copyright HLP Inc. 2025,"Received on: 2025-07-16<p/> Found Near: 7700 block of  MAPLE AVE SE<p/> Description: Org Tabby Male Domestic Mediumhair Cat<p/> Age: 8 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-179886,A730418,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2954120,LOST,Peach,Dog,Over 1 year<p/>,Female,Australian Cattle Dog,Brown,"Jun 16, 2025",Date Lost,NORTH  BEND WY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2954120,Image Copyright HLP Inc. 2025,"Description: Small/medium size, blue Merle and brindle. Wearing a leather collar and white bandana. One ear stands up, one is floppy. Part pitbull, very stocky build.<p/>Age: Over 1 year<p/>Location Lost: North Bend Wy , North Bend WA  98045<p/>Lost Date: 2025-06-16<p/>",
K25-180033,A729218,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Shadow,Cat,12 WEEKS,Neutered Male,Domestic Shorthair,Black,"May 27, 2025",Received on,21615 64TH AVE S,KENT,WA,98032,KING COUNTY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A729218,Image Copyright HLP Inc. 2025,Received on: 2025-05-27<p/> Description: Black Neutered Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Adoption Fee: $100.00<p/> Current Location: In RASKC Foster Home <p/><p/>,
K25-179589,A729930,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2951331,LOST,Lexi,Dog,Over 1 year<p/>,Female,German Shepherd,Brown,"Jun 06, 2025",Date Lost,25th  Ave NE & NE 55th St,Seattle,,98105,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2951331,Image Copyright HLP Inc. 2025,"Description: German Shepherd/Lab mix. Black and brown fur with some lighter fur on face and underneath on her belly and paws. 15 years old. Very hard of hearing and partially blind. Walks with a limp because her back legs are weak. Last seen wearing a collar.<p/>Age: Over 1 year<p/>Location Lost: 25th St NE and 55th Ave NE, Tacoma WA  98422<p/>Lost Date: 2025-06-06<p/>",
K25-180323,A731148,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A731148,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Joel,Dog,4 YEARS,Neutered Male,Alaskan Husky,Gray / White,"Jun 29, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731148,Image Copyright HLP Inc. 2025,"Received on: 2025-06-29<p/> Description: Gray / White<p/>  Neutered Male Alaskan Husky Dog<p/> Age: 4 YEARS<p/> Adoption Fee: $100<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Joel and I am available for adoption.<p/><p/>I was brought in by a good samaritan on June 29, 2025.<p/><p/>I weigh 68.0 lbs and am considered a ""large breed"" dog. I am a tad overweight so I would benefit from some weightloss.<p/><p/>I am a very smart dog! I know how to ""sit"", ""shake"" and ""lay down"".<p/><p/>I am a husky which means I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers mention that I appear to be potty-trained.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",
